STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,hhcomp,Household composition,rskpovth,Risk of poverty threshold,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,CZ,Czechia,2019,,13.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,CZ,Czechia,2020,,8.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,CZ,Czechia,2023,,8.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2012,,28.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2013,,28.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2014,,29.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2015,,28.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2016,,24.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2017,,27.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2018,,28.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2019,,29.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2020,,16.8,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DE,Germany,2023,,20.8,,u,low reliability,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2012,,8.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2013,,6.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2014,,11.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,5.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2016,,12.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2017,,9.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2018,,11.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2019,,12.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2020,,11.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,DK,Denmark,2023,,14.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012,,19.1,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013,,18.4,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,,20.3,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,,18.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,,18.1,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,,16.8,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,,18.7,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,,19.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,,18.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2012,,19.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2013,,18.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2014,,20.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2015,,18.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2016,,18.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2017,,16.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2018,,18.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2019,,19.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA18,Euro area - 18 countries (2014),2020,,18.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2012,,19.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2013,,18.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2014,,20.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2015,,18.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2016,,18.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2017,,16.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2018,,18.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2019,,19.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA19,Euro area - 19 countries  (2015-2022),2020,,18.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EA20,Euro area – 20 countries (2023-2025),2023,,17.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2012,,11.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2013,,9.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2014,,17.1,,b,break in time series,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2015,,8.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2016,,13.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2017,,7.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2018,,12.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2019,,7.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2020,,10.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EE,Estonia,2023,,10.3,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2012,,45.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2013,,32.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2014,,29.9,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2015,,21.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2016,,24.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2017,,24.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2018,,24.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2019,,25.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2020,,34.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EL,Greece,2023,,26.6,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2012,,10.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2013,,8.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2014,,15.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2015,,8.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2016,,9.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2017,,13.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2018,,14.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2019,,9.5,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2020,,15.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,ES,Spain,2023,,13.7,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,,17.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,16.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,,17.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,,15.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,15.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,16.1,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,17.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,17.9,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2012,,17.0,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2013,,16.2,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2014,,17.1,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2015,,15.8,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2016,,15.4,,,,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2017,,16.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2018,,17.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2007,European Union - 27 countries (2007-2013),2019,,17.9,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2012,,18.3,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,17.7,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2014,,19.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,17.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,17.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2017,,16.2,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2018,,17.7,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2019,,18.5,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,17.4,,e,estimated,,
dataflow,ESTAT:ILC_MDDW02$DEFAULTVIEW(1.0),"Pollution, grime or other environmental problems",A,Annual,A1_DCH,One adult with dependent children,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,16.3,,,,,
