STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,duration,Duration,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2017,,81.7,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2018,,84.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2019,,85.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2020,,83.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2021,,84.1,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2022,,85.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2023,,84.6,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2024,,85.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,DK,Denmark,2025,,85.5,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2014,,74.5,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2015,,74.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2016,,76.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2017,,77.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2018,,80.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2019,,80.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2020,,77.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2021,,79.3,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2022,,82.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2023,,83.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2024,,81.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2025,,82.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2014,,80.9,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2015,,79.8,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2016,,76.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2017,,80.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2018,,82.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2019,,82.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2020,,79.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2021,,80.8,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2022,,77.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2023,,84.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2024,,84.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EE,Estonia,2025,,81.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2014,,44.3,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2015,,45.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2016,,49.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2017,,52.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2018,,55.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2019,,59.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2020,,54.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2021,,60.1,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2022,,66.1,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2023,,72.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2024,,73.2,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EL,Greece,2025,,62.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2014,,65.1,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2015,,65.2,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2016,,68.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2017,,71.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2018,,75.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2019,,73.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2020,,69.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2021,,72.3,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2022,,78.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2023,,78.3,,d,definition differs (see metadata),,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2024,,79.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,ES,Spain,2025,,81.3,,d,definition differs (see metadata),,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2014,,75.0,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,75.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,77.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2017,,79.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2018,,80.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2019,,81.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,78.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2021,,79.5,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,82.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,83.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2024,,82.3,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2025,,83.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2014,,77.0,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2015,,75.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2016,,77.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2017,,77.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2018,,81.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2019,,84.4,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2020,,81.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2021,,81.5,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2022,,83.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2023,,84.0,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2024,,82.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FI,Finland,2025,,79.5,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2014,,75.5,,b,break in time series,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2015,,71.8,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2016,,72.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2017,,73.6,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2018,,77.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2019,,75.7,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2020,,74.9,,,,,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2021,,78.1,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2022,,78.6,,d,definition differs (see metadata),,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2023,,80.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TPS00053(1.0),Employment rates of recent graduates,A,Annual,Y1-3,From 1 to 3 years,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",Y20-34,From 20 to 34 years,T,Total,PC,Percentage,FR,France,2024,,76.8,,bd,"break in time series, definition differs (see metadata)",,
