STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,wstatus,Labour force and employment status,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2007,,12.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2008,,11.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2009,,11.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2010,,11.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2011,,11.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2012,,10.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2013,,9.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2014,,9.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2015,,10.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2016,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2017,,10.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2018,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2019,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2020,,10.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2021,,12.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2022,,12.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2023,,13.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2024,,13.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DE,Germany,2025,,13.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2005,,8.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2006,,9.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2007,,12.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2008,,12.7,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2009,,11.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2010,,11.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2011,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2012,,9.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2013,,8.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2014,,8.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2015,,8.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2016,,7.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2017,,8.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2018,,10.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2019,,9.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2020,,9.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2021,,9.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2022,,10.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2023,,10.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2024,,10.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,DK,Denmark,2025,,10.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2005,,17.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2006,,17.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2007,,16.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2008,,16.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2009,,15.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2010,,15.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2011,,14.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2012,,13.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2013,,12.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2014,,11.7,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2015,,11.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2016,,11.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2017,,10.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2018,,10.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2019,,10.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2020,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2021,,9.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2022,,9.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2023,,9.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2024,,9.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EA21,Euro area – 21 countries (from 2026),2025,,9.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2005,,14.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2006,,13.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2007,,14.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2008,,14.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2009,,13.5,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2010,,11.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2011,,10.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2012,,10.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2013,,9.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2014,,12.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2015,,13.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2016,,11.4,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2017,,11.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2018,,12.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2019,,11.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2020,,8.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2021,,9.8,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2022,,10.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2023,,9.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2024,,11.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EE,Estonia,2025,,10.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2005,,13.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2006,,15.1,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2007,,14.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2008,,14.4,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2009,,14.2,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2010,,13.5,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2011,,12.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2012,,11.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2013,,10.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2014,,9.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2015,,7.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2016,,6.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2017,,6.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2018,,4.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2019,,4.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2020,,3.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2021,,3.2,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2022,,4.1,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2023,,3.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2024,,3.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EL,Greece,2025,,3.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2005,,31.0,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2006,,30.3,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2007,,30.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2008,,31.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2009,,30.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2010,,28.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2011,,26.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2012,,24.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2013,,23.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2014,,21.9,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2015,,20.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2016,,19.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2017,,18.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2018,,17.9,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2019,,17.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2020,,16.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2021,,13.3,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2022,,13.9,,d,definition differs (see metadata),,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2023,,13.7,,d,definition differs (see metadata),,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2024,,13.0,,d,definition differs (see metadata),,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,ES,Spain,2025,,12.8,,d,definition differs (see metadata),,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2005,,15.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2006,,15.2,,b,break in time series,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2007,,14.7,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2008,,14.3,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2009,,14.0,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2010,,13.8,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2011,,13.2,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2012,,12.6,,,,,
dataflow,ESTAT:TESEM020(1.0),Early leavers from education and training (age group 18-24),A,Annual,T,Total,POP,Population,Y18-24,From 18 to 24 years,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,11.8,,,,,
