STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,hhtyp,Type of household,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,FR,France,2019,,90.17,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,FR,France,2021,,93.33,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,FR,France,2022,,92.25,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,FR,France,2023,,93.34,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,FR,France,2024,,94.44,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,FR,France,2025,,94.43,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2014,,68.37,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2015,,76.71,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2016,,77.34,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2017,,76.45,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2018,,81.52,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2019,,80.52,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2020,,85.00,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2021,,86.09,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2022,,85.52,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2023,,89.56,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2024,,88.37,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HR,Croatia,2025,,87.91,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2014,,73.06,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2015,,75.64,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2016,,79.18,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2017,,82.35,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2018,,83.31,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2019,,86.20,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2020,,87.63,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2021,,90.78,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2022,,91.44,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2023,,92.73,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2024,,94.78,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,HU,Hungary,2025,,93.90,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2014,,82.17,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2015,,84.86,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2016,,86.91,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2017,,88.37,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2018,,89.11,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2019,,90.59,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2020,,91.82,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2021,,97.50,,b,break in time series,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2022,,,,u,low reliability,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2023,,93.92,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2024,,92.97,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IE,Ireland,2025,,95.51,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IS,Iceland,2014,,96.48,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IS,Iceland,2017,,97.86,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IS,Iceland,2018,,99.18,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IS,Iceland,2019,,97.70,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IS,Iceland,2020,,98.48,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IS,Iceland,2021,,98.36,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2014,,72.61,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2015,,75.39,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2016,,78.51,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2017,,81.02,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2018,,84.34,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2019,,85.17,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2020,,88.10,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2021,,90.49,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2022,,91.45,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2023,,91.89,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2024,,93.41,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,IT,Italy,2025,,94.12,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2014,,65.97,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2015,,68.26,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2016,,71.75,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2017,,74.97,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2018,,78.38,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2019,,81.52,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2020,,82.13,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2021,,86.55,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2022,,87.71,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2023,,88.59,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2024,,90.38,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LT,Lithuania,2025,,89.35,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2014,,95.56,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2015,,96.78,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2016,,97.04,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2017,,97.23,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2018,,92.99,,b,break in time series,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2019,,95.20,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2020,,93.57,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2021,,99.18,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2022,,97.64,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2023,,99.06,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2024,,98.84,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LU,Luxembourg,2025,,99.07,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2014,,73.38,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2015,,76.00,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2016,,77.34,,b,break in time series,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2017,,78.61,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2018,,81.58,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2019,,85.45,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2020,,89.73,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2021,,91.15,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2022,,91.39,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2023,,93.07,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2024,,94.33,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,LV,Latvia,2025,,94.08,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2017,,70.57,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2018,,72.18,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2019,,74.25,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2020,,80.26,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2021,,80.76,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2022,,80.96,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2023,,81.28,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2024,,84.50,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,ME,Montenegro,2025,,88.07,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2014,,68.34,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2015,,69.38,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2016,,75.29,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2017,,73.58,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2018,,79.32,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2019,,81.62,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2020,,79.39,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2021,,83.74,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2024,,90.81,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MK,North Macedonia,2025,,91.21,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2014,,80.32,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2015,,81.00,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2016,,81.41,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2017,,84.77,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2018,,84.14,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2019,,86.08,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2020,,90.36,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2021,,90.54,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2022,,93.39,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2023,,93.54,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2024,,95.58,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,MT,Malta,2025,,97.77,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2014,,95.78,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2015,,95.97,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2016,,96.66,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2017,,98.23,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2018,,98.00,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2019,,98.41,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2020,,96.95,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2021,,98.56,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2022,,98.28,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2023,,98.86,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2024,,99.04,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NL,Netherlands,2025,,99.28,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2014,,93.07,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2015,,96.60,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2016,,97.05,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2017,,96.65,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2018,,96.01,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2019,,98.38,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2020,,96.20,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2021,,98.93,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2022,,99.01,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2023,,99.01,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2024,,98.10,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,NO,Norway,2025,,99.04,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2014,,74.76,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2015,,75.78,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2016,,80.45,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2017,,81.88,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2018,,84.19,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2019,,86.75,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2020,,90.38,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2021,,92.42,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2022,,93.33,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2023,,93.30,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2024,,95.89,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PL,Poland,2025,,96.20,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2014,,64.87,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2015,,70.23,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2016,,74.05,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2017,,76.94,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2018,,79.43,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2019,,80.94,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2020,,84.49,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2021,,87.34,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2022,,88.15,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2023,,89.01,,,,,
dataflow,ESTAT:TIN00134(1.0),Level of internet access - households,A,Annual,PC_HH,Percentage of households,TOTAL,Total,PT,Portugal,2024,,90.60,,,,,
